PR,Fixed typo in code comment,,,lakshayg,2017-06-02 12:32:15,2017-06-02 20:54:50
PR,fix quotes in example code from to,,,caisq,2017-06-02 19:43:18,2017-06-02 20:55:41
PR,Fix windows tests,,,"gunan,gunan",2017-06-02 21:52:56,2017-06-02 22:42:03
PR,Fix TensorBoard SHA256 in cmake,,,jart,2017-06-03 01:07:44,2017-06-03 01:16:20
PR,Branch 155393864,Pushing internal commits,,"andrewharp,yifeif,gunan,yifeif,andrewharp,andrewharp",2017-06-02 21:11:04,2017-06-03 04:26:09
PR,Branch 157903115,Pushing internal commits,,"andrewharp,andrewharp,andrewharp,andrewharp,yifeif",2017-06-03 04:01:35,2017-06-03 07:46:00
PR,Expose canned estimators in core,I know this is still WIP but it would be good to expose this for adventurous external users,,"terrytangyuan,martinwicke,terrytangyuan",2017-06-03 17:42:48,2017-06-04 00:11:25
PR,Fixed typo in code,,,"lakshayg,caisq",2017-06-04 07:24:00,2017-06-05 13:18:50
PR,group generated functions for registered ops into separate files configurable,wrappers go is currently 15k LOC The lack of organization code generated from TF GetAllOpList is stored in a single file makes it difficult to grok which functions exist and can work together Also there doesn t appear to be any tests for the funcs in wrappers go This PR is a proof of concept that maps groups of functions to smaller wrapper files Funcs are mapped using the wrap opslist json config file Here is an example of the mapping The result of the work in this PR files are organized into individual files under the op pkg There is still a large amount of source in wrappers go but more mappings can be done I m certainly willing to change how functions are grouped and make this more configurable e g add a func level mapping I wanted to see what you thoughts are Does this PR moving things in the right direction If so do you have any suggestions for how to organize functions or know someone with whom we should talk to about organizing TF wrapper funcs If not could you kindly provide direction as to how to make the go functions that wrap the tensorflow operations to be more approachable,,"ctava,asimshankar,ctava",2017-06-05 00:18:10,2017-06-05 13:51:22
PR,Branch 158034419,,,"caisq,caisq,caisq",2017-06-05 18:18:37,2017-06-05 20:54:18
PR,Branch 158053084,,,"av8ramit,av8ramit",2017-06-05 20:48:37,2017-06-06 00:04:36
PR,Cherrypicks for 1 1 0 rc2,,,av8ramit,2017-06-06 00:56:51,2017-06-06 02:05:32
PR,Updating tag to 1 2 0 rc2,,,av8ramit,2017-06-06 02:09:19,2017-06-06 02:34:52
PR,Fix misspells on comments,,,chris-chris,2017-06-06 10:16:43,2017-06-06 13:37:42
PR,configure Fix default path when enabling MPI,A minor fixup Correct showing what the default path is when mpi is installed,,"darrengarvey,caisq,darrengarvey",2017-06-03 15:15:38,2017-06-06 16:18:04
PR,Fix linking errors of lmdb on Windows,The error was introduced in,,"meteorcloudy,meteorcloudy,meteorcloudy,gunan",2017-06-06 12:02:09,2017-06-06 16:55:02
PR,Fix patching issue on Windows,Fix the issue in,,"meteorcloudy,gunan,meteorcloudy",2017-06-06 09:32:15,2017-06-06 17:09:02
PR,Fix test failures on windows,,,"gunan,meteorcloudy",2017-06-06 17:09:25,2017-06-06 18:33:36
PR,BasicRNNCell comment fix,,,jhseu,2017-06-06 16:40:32,2017-06-06 20:37:38
PR,Revert Fix patching issue on Windows,Reverts tensorflow tensorflow 10452 Breaks windows bazel build,,"gunan,gunan,gunan",2017-06-06 20:45:01,2017-06-06 21:58:28
PR,Severin configure without user interaction,configure step without user interaction using defaults and additional build target,,,2017-06-06 22:32:57,2017-06-06 22:33:36
PR,Revert Map Staging Area 9686,This reverts commit 1705b099df0fd7c2ea4abf83cfee896febeb8309,,"jhseu,jhseu,jhseu,jhseu",2017-06-06 21:28:42,2017-06-06 22:46:28
PR,OpenCL Improves device reporting,Prints id type name vendor and profile of the device,,"lukeiwanski,benoitsteiner",2017-06-06 14:53:16,2017-06-06 23:43:15
PR,Fix defect shuffle batch gives ZeroDivisionError when computing capacity stat,bug fix for 1853,,"jhseu,jhseu",2017-06-05 00:36:25,2017-06-06 23:55:55
PR,Fix unaligned args in api docs python tf contrib learn Evaluable,This commit fixes unaligned args in api docs python tf contrib learn Evaluable by removing the extra line in arg metrics This fix fixes 9313 Signed off by Yong Tang yong tang github outlook com,,"yongtang,jhseu",2017-06-03 22:40:20,2017-06-06 23:56:19
PR,Fix unbatch for Datasets with multiple elements,The current implementation of Dataset unbatch gives an error for datasets with multiple data elements e g Ideally we would expect data0 to be equivalent to data2 But data0 will produce scalars and data2 will produce elements with shape 1 I do not think there is any way around this because there is no way within the map function to tell if the function was called with a single element as input or a list with length one Both will just appear as a single argument to the map function So a more thorough fix might require changing how Dataset map works but in the meantime this behaviour seemed the best option might be able to comment on whether that larger change would be worthwhile or if he sees a better fix for this issue,,"drasmuss,mrry,mrry,jhseu",2017-06-02 17:11:33,2017-06-06 23:56:31
PR,Support for dtype keyword in tf layers,This pull request introduces the dtype keyword in functional interfaces for core layers to solve 9898 All the unit tests seem to run fine on my machine after incorporating the changes The default value has been kept as tf float32 in order to ensure compatibility,,"lakshayg,fchollet,jhseu",2017-06-05 18:28:22,2017-06-07 00:00:58
PR,Export C API symbols in pywrap tensorflow internal so,This PR exports C API symbols so that python extension libraries can use the C API As noted in 7541 there is currently a conflict between pywrap tensorflow internal so and libtensorflow so This conflict prevents use of the tensorflow C API and the python API in the same process This PR attempts to implement a workaround suggested by by exporting the C API symbols in the python library so that the Python and C APIs are both available from the single pywrap tensorflow internal so,,"fritzo,jhseu,jhseu,fritzo,fritzo,fritzo,jhseu,jhseu,fritzo",2017-06-06 17:03:05,2017-06-07 00:16:41
PR,Update configure script sample,The configure script was changed regularly since the generation of the sample This PR updates the sample to reflect those changes,,"Androbin,jhseu,jhseu",2017-06-06 10:48:39,2017-06-07 01:01:15
PR,Fix CMD in Dockerfile,Currently Notebook fails execution because default user for this container is root and unless explicitly allowed jupyter notebook will not start,,"vincentvanhoucke,vincentvanhoucke,jhseu,jhseu",2017-06-05 23:00:32,2017-06-07 02:57:08
PR,Branch 158212897,,,"jhseu,gunan,jhseu",2017-06-07 03:40:44,2017-06-07 17:00:10
PR,Branch 158278922,,,jhseu,2017-06-07 17:10:46,2017-06-07 17:42:19
PR,Branch 158282834,,,jhseu,2017-06-07 17:42:09,2017-06-07 18:29:08
PR,Support channel groups in convolutional layers,This PR implements the channel groups in convolutional layers Conv1D Conv2D Conv3D Conv2DTransposed The grouped convolution was firstly implemented in AlexNet as a way to share filter parameters across feature maps A detailed discussion on this feature can be found on here This feature is supported by Caffe doc and used in its reference caffenet L128 Adding this feature to TensorFlow makes it easier to compare models on two different frameworks and migrate from Caffe to TensorFlow,,"bowang,jhseu,fchollet,jhseu,bowang,bowang,fchollet,bowang,bowang",2017-06-07 05:56:48,2017-06-07 18:32:02
PR,Open up visibility of tf imports,This is a very simple change that unblocks our friend Hasty merge appreciated This change was previously done in but got undone by mistake,,"jart,jhseu,jhseu",2017-06-07 19:12:57,2017-06-07 19:56:17
PR,Recognize CPU core count in FreeBSD,At the moment FreeBSD can not recognize the CPU count however FreeBSD uses the same method as OS X does so provided PR fixes that If this could be included in the 1 2 0 release that would be great,,"blodan,jhseu,gunan",2017-06-07 12:24:44,2017-06-07 22:01:15
PR,A few changes to kernel tests,meteorcloudy FYI,,"gunan,gunan,jhseu,gunan",2017-06-07 21:27:11,2017-06-08 00:09:59
PR,Fix numpy 1 13 incompatibilities,Fixes the CPU build,,jhseu,2017-06-07 21:08:50,2017-06-08 00:21:44
PR,Printdhruv deep cnn md,Typo,,jhseu,2017-06-08 00:06:09,2017-06-08 01:57:41
PR,Disable stage op test and map stage op test due to timeouts,For example Also reverted the size to medium since switching to large did not fix the issue,,jhseu,2017-06-08 01:49:22,2017-06-08 05:20:44
PR,Delete non deterministic testEmpty test,Causing flaky Windows cmake tests because np empty may return a singular matrix,,"jhseu,jhseu,gunan,gunan",2017-06-08 00:06:14,2017-06-08 06:29:40
PR,Bash Prefer p q over p a q,As proposed by static analysis tool,,"Androbin,jhseu,gunan,gunan",2017-06-07 22:11:23,2017-06-08 06:30:45
PR,Bash Prefer read a to split path,As proposed by static analysis tool,,"Androbin,jhseu,gunan",2017-06-07 22:22:09,2017-06-08 06:32:49
PR,Bash Simplify Conditional,,,"Androbin,jhseu,gunan",2017-06-07 21:42:25,2017-06-08 06:42:02
PR,Windows Make TensorFlow build without cpu x64 windows msvc,Since from Bazel 0 5 0 MSVC toolchain became the default toolchain on Windows So cpu x64 windows msvc is not required as long as we adjust the BUILD files in TensorFlow cpu x64 windows msvc is also supported for now but should be depracated The configuration for cpu value x64 windows msvc is a duplicate of x64 windows which should be removed in the future,,"meteorcloudy,gunan,meteorcloudy,gunan,jhseu,jhseu,gunan,gunan",2017-06-06 16:17:00,2017-06-08 06:43:22
PR,Fix AttributeError in resnet py,There is no function tf softmax in Tensorflow 1 x When running the old code Python interpreter complains File resnet py line 152 in res net model prediction loss res net x y File resnet py line 148 in res net return tf softmax logits loss AttributeError 'module' object has no attribute isoftmax',,jhseu,2017-06-06 16:02:06,2017-06-08 16:05:35
PR,Merging rc2 back into master,,,"av8ramit,gunan",2017-06-07 18:01:07,2017-06-08 16:09:45
PR,Bash Remove unquoting quotes,As proposed by static analysis tool,,"Androbin,jhseu,gunan,gunan",2017-06-07 22:06:50,2017-06-08 16:50:23
PR,Bash Declare and assign separately,As proposed by static analysis tool,,"Androbin,jhseu,gunan,gunan,gunan",2017-06-07 22:37:57,2017-06-08 16:50:38
PR,Bash read with r to not mangle backslashes,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:47:41,2017-06-08 16:53:24
PR,Bash Move multiple parameters out of shebang,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:52:53,2017-06-08 16:53:32
PR,Bash Use instead of legacy,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:46:11,2017-06-08 16:53:42
PR,Bash Use instead of legacy,As proposed by static analysis tool,,"Androbin,gunan,gunan",2017-06-08 16:43:30,2017-06-08 16:53:57
PR,Bash Use instead of legacy,As proposed by static analysis tool,,"Androbin,gunan,jhseu",2017-06-08 16:40:41,2017-06-08 16:54:07
PR,Bash Use cd exit in case cd fails,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:38:02,2017-06-08 16:54:16
PR,Bash Moving multiple parameters out of shebang,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:34:43,2017-06-08 16:54:32
PR,Bash Use cd exit in case cd fails,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:20:10,2017-06-08 16:55:44
PR,Bash Instead of 'echo cmd ' just use 'cmd',As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:11:22,2017-06-08 16:55:57
PR,Bash A B C is not if then else,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:08:39,2017-06-08 16:56:07
PR,Bash Put 2 1 behind the redirect,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:05:16,2017-06-08 16:56:25
PR,Bash Prefer variable search replace over sed,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 16:01:56,2017-06-08 16:56:38
PR,Bash Use instead of legacy,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:57:31,2017-06-08 16:56:47
PR,Bash Use instead of to concatenate,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:54:40,2017-06-08 16:57:05
PR,Bash Remove unnecessary,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:47:44,2017-06-08 16:57:15
PR,Bash A B C is not if then else,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:44:46,2017-06-08 16:57:25
PR,Bash Instead of echo cmd just use cmd,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:38:58,2017-06-08 16:57:39
PR,Bash Prefer read a to split exit codes,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:17:19,2017-06-08 16:57:49
PR,Bash Prefer grep E over deprecated egrep,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:11:52,2017-06-08 16:57:58
PR,Bash Use grep q instead of n,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 15:00:35,2017-06-08 16:58:29
PR,Bash read with r to not mangle backslashes,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 14:52:11,2017-06-08 16:58:37
PR,Bash Removed unnecessary,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 14:47:26,2017-06-08 16:58:47
PR,Bash Put 2 1 behind the redirect,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 14:42:25,2017-06-08 16:58:55
PR,Bash Instead of echo cmd just use cmd,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 14:35:31,2017-06-08 16:59:49
PR,Bash Fix bad string array concat behaviour,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 14:24:03,2017-06-08 16:59:59
PR,Bash Variable used as array not string,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 14:18:11,2017-06-08 17:00:08
PR,Re enable some python tests in Windows Bazel build,These tests are passing on Windows and not flaky,,"meteorcloudy,meteorcloudy",2017-06-08 11:36:20,2017-06-08 17:01:53
PR,Bash Fix misspellings of architecture,,,"Androbin,jhseu,gunan",2017-06-08 16:26:49,2017-06-08 17:10:41
PR,Bash Group commands to redirect,As proposed by static analysis tool,,"Androbin,jhseu",2017-06-08 10:34:51,2017-06-08 17:10:51
PR,Bash read with r to not mangle backslashes,As proposed by static analysis tool,,"Androbin,jhseu,gunan",2017-06-07 21:46:14,2017-06-08 17:10:55
PR,Bash Fix misspelling ERRORS FLIE ERRORS FILE,,,"Androbin,jhseu",2017-06-08 14:38:11,2017-06-08 17:10:59
PR,Bash Use instead of legacy,As proposed by static analysis tool,,"Androbin,jhseu,gunan,jhseu",2017-06-07 22:01:11,2017-06-08 17:11:00
PR,Try both python and python3,Used configure script for reference,,"Androbin,aselle,Androbin",2017-06-08 10:47:59,2017-06-08 17:11:01
PR,Fix AttributeError in resnet py,There is no function tf softmax in Tensorflow 1 x When running the old code Python interpreter complains File resnet py line 152 in res net model prediction loss res net x y File resnet py line 148 in res net return tf softmax logits loss AttributeError 'module' object has no attribute isoftmax',,caisq,2017-06-08 16:36:52,2017-06-08 18:03:40
PR,Branch 158391996,,,"jhseu,jhseu",2017-06-08 17:34:19,2017-06-08 19:33:48
PR,Fix typos,,,"taehoonlee,gunan,Androbin",2017-06-08 13:19:56,2017-06-08 19:54:35
PR,Testing 1 2 branch,,,av8ramit,2017-06-08 20:57:12,2017-06-08 22:03:25
PR,Implemented sinh and cosh,These commits contains the implementation of the sinh and cosh functions for CPU and GPU with gradients This solves 7531 partially The supported datatypes are float double complex64 and complex128 Compilation went through successfully on my system CPU only and the following test script seems to be running fine on Python 2 7,,"lakshayg,rmlarsen,rmlarsen,lakshayg,rmlarsen,rmlarsen,rmlarsen,lakshayg,rmlarsen,lakshayg,rmlarsen,rmlarsen",2017-06-04 11:30:50,2017-06-09 03:16:08
PR,fixed minor formatting issues for tfprof docs,fixes some minor issues headings displayed correctly timeline visualization is now shown correctly,,jhseu,2017-06-08 13:42:05,2017-06-09 15:52:17
PR,R1 1,,,jhseu,2017-06-09 09:47:22,2017-06-09 15:52:50
PR,Testing branch 1 2,,,"av8ramit,av8ramit",2017-06-08 22:06:16,2017-06-09 16:23:41
PR,Fixing the broken 1 2 branch tests,,,av8ramit,2017-06-09 16:24:21,2017-06-09 17:02:42
