PR,this is just a test,,,ojw28,2014-07-04 19:59:27,2014-07-04 20:00:10
PR,Merge 1 0 11 to master,,,ojw28,2014-07-18 13:43:50,2014-07-18 13:43:59
PR,Add missing files,,,ojw28,2014-07-18 13:56:33,2014-07-18 13:56:36
PR,Add some settings,I tried to use ExoPlayer But I could not build the project without tools updating I think many developers make same changes so I would appreciate if you receive this pull request,,"rejasupotaro,ojw28,rejasupotaro",2014-07-15 09:02:55,2014-07-18 14:07:54
PR,Add some settings,I tried to use ExoPlayer But I could not build the project without tools updating I think many developers make same changes so I would appreciate if you receive this pull request This pull request is resend of,,rejasupotaro,2014-07-18 14:07:13,2014-07-24 10:23:36
PR,Added build task for creating jar of exoplayer library,Since it may be convenient to use a JAR of the Exoplayer library instead of as a library project or Android Archive aar I have added a build task which creates a JAR of the library I have also updated the build system to use Gradle 0 12 instead of Gradle 0 10 This was done because the latest version of Android Studio which is 0 8 2 at the time of writing is not backward compatible with Gradle 0 10 anymore,,ojw28,2014-08-04 15:15:37,2014-08-04 15:52:14
PR,Merge 1 0 12 to master,,,ojw28,2014-08-14 16:04:26,2014-08-14 16:04:34
PR,Merge pull request 1 from google master,sync with master,,,2014-08-21 07:34:54,2014-08-21 07:34:59
PR,ensure that player not release at ui thread to avoid ANR in some rom,,,,2014-08-21 07:41:25,2014-08-21 07:42:18
PR,ensure that player do not release at ui thread to avoid ANR in some rom,when execute at main thread 'wait ' may cause ANR in some rom,,"ojw28,ojw28",2014-08-21 07:58:37,2014-08-21 08:50:31
PR,Merge 1 0 13 to master,Merge 1 0 13 to master,,ojw28,2014-09-08 10:41:05,2014-09-08 10:41:20
PR,Merge 1 0 13 to master,Merge 1 0 13 to master,,ojw28,2014-09-08 10:41:48,2014-09-08 10:41:56
PR,Hls test,Get HLS work into master branch,,,2014-09-15 19:12:11,2014-09-15 19:12:30
PR,Issue 58 TextureView macroblocking avoid needless KEY MAX WIDTH HEIGHT,,,,2014-10-01 17:44:18,2014-10-01 18:08:58
PR,Update dev hls,,,ojw28,2014-10-01 21:09:39,2014-10-01 21:09:48
PR,Update dev l,,,ojw28,2014-10-01 21:10:09,2014-10-01 21:10:16
PR,Add file missing from Improve subtitle handling change,,,ojw28,2014-10-01 21:17:08,2014-10-01 21:17:11
PR,Add file missing from Improve subtitle handling change,,,ojw28,2014-10-01 21:17:29,2014-10-01 21:17:32
PR,Merge dev dev l,,,ojw28,2014-10-09 16:30:45,2014-10-09 16:31:05
PR,Merge dev dev hls,,,ojw28,2014-10-09 16:31:32,2014-10-09 16:31:36
PR,Pull dev dev hls,,,ojw28,2014-10-20 15:59:13,2014-10-20 15:59:18
PR,Pull dev dev l,,,ojw28,2014-10-20 15:59:40,2014-10-20 15:59:46
PR,Dev Dev l,,,ojw28,2014-10-27 11:06:07,2014-10-27 11:06:10
PR,Dev Dev hls,,,ojw28,2014-10-27 11:06:28,2014-10-27 11:06:31
PR,dev dev hls,,,ojw28,2014-10-28 14:18:51,2014-10-28 14:18:56
PR,dev,,,ojw28,2014-10-28 14:19:13,2014-10-28 14:19:18
PR,dev dev hls,,,ojw28,2014-10-28 19:29:07,2014-10-28 19:29:29
PR,dev dev l,,,ojw28,2014-10-28 19:29:57,2014-10-28 19:30:00
PR,dev dev hls,,,ojw28,2014-11-03 12:20:56,2014-11-03 12:21:04
PR,dev dev l,,,ojw28,2014-11-03 12:21:31,2014-11-03 12:21:45
PR,Use largeHeap in demo app,,,ojw28,2014-11-03 15:56:51,2014-11-03 15:56:55
PR,Use largeHeap in demo app,,,ojw28,2014-11-03 15:57:14,2014-11-03 15:58:30
PR,Add cookies support and use the same UserAgent in ManifestFetcher and in,HttpDataSource,,andudo,2014-11-04 19:18:52,2014-11-04 19:20:36
PR,dev dev l,,,ojw28,2014-11-05 17:15:36,2014-11-05 17:15:39
PR,dev dev hls,,,ojw28,2014-11-06 19:30:21,2014-11-06 19:30:24
PR,dev dev l,,,ojw28,2014-11-06 19:30:43,2014-11-06 19:30:47
PR,Merge dev l into dev now L SDK is released,,,ojw28,2014-11-10 08:47:38,2014-11-10 08:47:59
PR,Merge dev l into dev hls now L SDK is released,,,ojw28,2014-11-10 08:48:42,2014-11-10 08:49:20
PR,dev dev hls,,,ojw28,2014-11-13 16:20:08,2014-11-13 16:20:13
PR,Fix readDescriptors function to read all the descriptors,Hi I found an issue with the readdescriptos function bacically at the below line this wo not work if there are multiple descriptors descriptorsSize descriptorsSize 2 if you subtract it with descriptor size you will only skip the first descriptor regards Krishna,,ojw28,2014-11-13 10:02:59,2014-11-13 16:35:21
